symbol,marketcapname,market_cap,industry,sector,ok,error,best_short_ma,best_long_ma,optimization_score,total_return_pct,total_trades,winning_trades,losing_trades,win_rate,total_wins_pct,total_losses_pct,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,profit_factor,expected_value_pct,avg_mfe_pct,avg_mae_pct,mfe_mae_ratio,sharpe_ratio,sortino_ratio,max_drawdown_pct,annualized_return_pct,buy_hold_return_pct,strategy_return_pct,outperformance_pct,avg_holding_days,max_holding_days,min_holding_days,max_consecutive_wins,max_consecutive_losses
KCP,smallcap,2103.22,cement - south india,building materials,True,,50.0,110.0,37.1531854485759,27.560691043537688,2.0,1.0,1.0,50.0,32.91469184639062,4.028148226864614,32.91469184639062,4.028148226864614,32.91469184639062,4.028148226864614,8.17117196107016,14.443271809763,21.53126577222533,-2.367075363981719,9.096147127317074,0.6394996270025474,0.7480498453468644,8.486144839074372,181.18318932204912,3.9542503606260215,27.560691043537688,23.606440682911668,21.5,36.0,7.0,1.0,1.0
OAL,smallcap,1061.1,chemicals,chemicals,True,,5.0,180.0,26.612843052063102,20.554845833569413,11.0,2.0,9.0,18.181818181818183,30.628215804509097,8.82331484280564,15.314107902254548,0.9803683158672933,26.326615094209238,2.32859376545248,3.4712822051774284,1.9822637237912235,5.3708564371956635,-0.9366307616838622,5.734230239822585,0.40386648123291263,0.5813815834447726,16.623000207661022,121.20699396721895,25.735141155991627,20.554845833569413,-5.180295322422214,4.2727272727272725,22.0,0.0,1.0,5.0
SUNDRMBRAK,smallcap,272.55,auto ancillaries,auto,True,,20.0,70.0,62.703558815040914,51.3631846940483,4.0,4.0,0.0,100.0,44.7871103230395,0.0,11.196777580759877,0.0,22.556536876100708,0.0,,11.196777580759877,16.24258472827252,-2.2589394579282915,7.1903585867541775,0.7560249413995076,1.1047509308147492,11.033787967646337,481.5174835191521,28.13912831182066,51.3631846940483,23.22405638222764,8.0,17.0,0.0,4.0,0.0
MTNL,smallcap,1915.2,telecommunications - service provider,telecom,True,,15.0,30.0,45.994806987058965,35.668459712902866,14.0,5.0,9.0,35.714285714285715,49.64210765746766,12.407972556969094,9.92842153149353,1.3786636174410105,40.3945201840346,2.369315774727132,4.00082345681733,2.6595810786070397,5.3625658717006415,-1.1847658425378869,4.526266439462408,0.6884231516104068,0.8655381757691687,10.17307208720527,265.30043376577134,14.686344967573305,35.668459712902866,20.98211474532956,2.9285714285714284,19.0,0.0,2.0,3.0
SUPREMEENG,smallcap,23.75,steel - medium / small,metals & mining,True,,50.0,110.0,-6.543399744813802,-6.746031256681584,4.0,1.0,3.0,25.0,4.761911790117157,11.300510862600245,4.761911790117157,3.7668369542000817,4.761911790117157,6.250004656612851,0.4213890724070719,-1.634649768120772,7.186149132495901,-7.166937544042181,1.0026805854433167,0.013508767457852119,0.008096802768257302,30.27147039477058,-25.668259440828468,9.890106723095894,-6.746031256681584,-16.636137979777477,5.5,16.0,0.0,1.0,3.0
DCW,smallcap,1381.33,petrochemicals,energy,True,,5.0,60.0,26.976725531837815,19.940490042188873,12.0,5.0,7.0,41.66666666666667,32.64137965839626,12.613089769475927,6.528275931679254,1.8018699670679896,17.311506932209465,3.1311217234592736,2.587897196877915,1.6690241574100289,5.073866013029775,-1.333736332108353,3.8042496788020115,0.4690823659765962,0.5264082812405982,13.048076752607152,116.45876614363893,4.8839758772876385,19.940490042188873,15.056514164901234,3.6666666666666665,15.0,0.0,2.0,4.0
RPPL,smallcap,140.54,packaging,industrials,True,,30.0,200.0,11.885936633036813,8.884129488012537,3.0,2.0,1.0,66.66666666666666,8.695512885619273,0.0,4.3477564428096365,0.0,4.551044038755547,0.0,,2.8985042952064237,12.335087305655371,-1.415661528497288,8.713302620259064,0.2001204763349517,0.21144749187986236,10.052908237455416,43.54630704749114,7.321542450436858,8.884129488012537,1.5625870375756792,13.333333333333334,23.0,7.0,2.0,1.0
SPECTRUM,smallcap,2315.75,electric equipment,industrials,True,,45.0,70.0,56.902385365915876,45.875983848356874,4.0,3.0,1.0,75.0,41.66984540882179,0.1336257389013995,13.889948469607264,0.1336257389013995,22.592673421667975,0.1336257389013995,311.8399625057966,10.384054917480098,15.724832044487709,-1.688389785854183,9.313508158030148,0.7350934345039337,0.9744406002251756,9.181038201418378,397.11222670994584,31.263858093126395,45.875983848356874,14.61212575523048,11.0,18.0,8.0,3.0,1.0
MADRASFERT,smallcap,1073.9,fertilizers,chemicals,True,,45.0,180.0,16.57129266166261,10.949676110800644,4.0,1.0,3.0,25.0,13.330004549900254,2.1136709331050496,13.330004549900254,0.7045569777016832,13.330004549900254,1.0118821186421711,6.306565672603566,2.804083404198801,6.559209933545241,-1.0467760463274134,6.266106256976418,0.3747744367241311,0.41260560698681,6.4890104846969,55.472823012410124,6.085343899846318,10.949676110800644,4.864332210954325,11.25,28.0,2.0,1.0,3.0
CHEMBOND,smallcap,215.04,chemicals,chemicals,True,,35.0,80.0,45.7798755555812,37.597700056071304,3.0,2.0,1.0,66.66666666666666,40.47362754819923,4.81927710843374,20.236813774099616,4.81927710843374,20.888093642206627,4.81927710843374,8.398277716251332,11.884783479921827,19.65525515207583,-5.647937725409265,3.4800764646624285,0.545478366633993,0.5325759548195842,16.37984708837158,287.87746907994716,11.667603638057145,37.597700056071304,25.93009641801416,12.333333333333334,21.0,2.0,2.0,1.0
GOLDENTOBC,smallcap,43.14,construction,realty,True,,50.0,120.0,17.276644673358543,13.146736181085195,1.0,1.0,0.0,100.0,13.146736181085195,0.0,13.146736181085195,0.0,13.146736181085195,0.0,,13.146736181085195,25.318063327695683,-3.562341625554455,7.107140748679625,0.2753272328182232,0.22678472816086234,11.133668673847241,68.97509333850694,-10.46802547029364,13.146736181085195,23.614761651378835,34.0,34.0,34.0,1.0,0.0
KRITIKA,smallcap,164.29,steel - medium / small,metals & mining,True,,45.0,60.0,32.94816782009954,25.37972113632112,4.0,2.0,2.0,50.0,27.6644495028904,2.1293817543504012,13.8322247514452,1.0646908771752006,26.011558569337858,1.4150967090964306,12.991775404467031,6.383766937134999,10.893683128480758,-1.6708891246220352,6.51969240086171,0.504563112251895,0.4955520258857443,7.731093325930461,161.32471094137495,2.18487594299559,25.37972113632112,23.19484519332553,11.0,27.0,4.0,1.0,1.0
